line_id,blueprint_id,line_number,content
BP03:00154,BP03,154,"Gap: The fast-path precomputed answer cache (V10 Phase 4) provides sub-500ms responses for high-confidence pattern matches. But cache warming is undefined. On cold start, first-time users get no fast-"
BP03:00155,BP03,155,6. Intelligence & Inference Gaps & Improvements
BP03:00156,BP03,156,"Intelligence and inference govern the quality of the agent's conclusions: how it handles uncertainty, combines evidence across sources, recognizes when it doesn't know something, and selects the right"
BP03:00157,BP03,157,GAP-I01 — No Uncertainty Quantification in Responses [HIGH]
BP03:00158,BP03,158,Current State: Brevio produces responses with high confidence framing regardless of the underlying uncertainty. The CRITIC evaluates accuracy dimension but this score is internal — it never surfaces t
BP03:00159,BP03,159,Gap: An executive assistant that says 'Your flight departs at 3pm' when it is 85% confident and 'I believe your flight departs at 3pm — you may want to verify' when it is 60% confident is more trustwo
BP03:00160,BP03,160,GAP-I02 — Multi-Intent Classification Is a Blind Spot [HIGH]
BP03:00161,BP03,161,Current State: PROMPT_INTENT_CLASSIFY_V1 outputs a single intent with a confidence score and a list of skills. The decomposition step handles multi-task execution.
BP03:00162,BP03,162,Gap: The classification step produces one intent. Compound requests — 'book a table and remind me 1 hour before AND add it to the shared family calendar' — may be classified with a single primary inte
BP03:00163,BP03,163,Updated Classification Output Schema
BP03:00164,BP03,164,PROMPT_INTENT_CLASSIFY_V1 Output (updated):
BP03:00165,BP03,165,{
BP03:00166,BP03,166,"  intents: [{"
BP03:00167,BP03,167,"    intent: string,"
BP03:00168,BP03,168,"    confidence: number,"
BP03:00169,BP03,169,"    skills: string[],"
BP03:00170,BP03,170,"    is_primary: boolean,"
BP03:00171,BP03,171,"    depends_on_intent_index: number | null"
BP03:00172,BP03,172,"  }],"
BP03:00173,BP03,173,"  compound_request: boolean,"
BP03:00174,BP03,174,"  overall_confidence: number,  // min of intent confidences"
BP03:00175,BP03,175,"  requires_decomposition: boolean"
BP03:00176,BP03,176,}
BP03:00177,BP03,177,GAP-I03 — Smart Router Has No Latency-Aware Model Selection [HIGH]
BP03:00178,BP03,178,Current State: The smart-router skill (V10 addendum) performs model selection based on task complexity and cost. The goal is to route simple tasks to haiku-class models and complex ones to sonnet-clas
BP03:00179,BP03,179,Gap: Latency is not a first-class routing dimension. A user who has been waiting 4 seconds already would benefit from a slightly less accurate but faster response more than from waiting 3 more seconds
BP03:00180,BP03,180,GAP-I04 — No World Model Updating After Tool Failures [MEDIUM]
BP03:00181,BP03,181,"Gap: When a tool call fails because 'calendar is full Tuesday' or 'the contact doesn't have an email on file', the agent retries or gives up. It does not update its world model with the information re"
BP03:00182,BP03,182,GAP-I05 — Keyword Classifier Fallback Is Undefined [MEDIUM]
BP03:00183,BP03,183,"Current State: PROMPT_INTENT_CLASSIFY_V1 specifies 'if confidence < 0.7, fall back to keyword-based classifier'. The keyword classifier is never specified anywhere in V9–V10.1."
BP03:00184,BP03,184,"Gap: The fallback is the reliability layer. When the LLM classifier is uncertain — which happens precisely for novel, ambiguous, or adversarial inputs — the system falls back to a system that doesn't "
BP03:00185,BP03,185,7. Latency Gaps & Improvements
BP03:00186,BP03,186,"The latency budget architecture in V9.2 is well-designed: per-tier budgets, streaming config, early-exit policies. The gaps are in execution strategies that would actually hit those targets: speculati"
BP03:00187,BP03,187,GAP-L01 — No Speculative Prefetch on the Fast-Path [CRITICAL]
BP03:00188,BP03,188,"Current State: The fast-path (V10 Phase 4) checks for a precomputed answer and returns it if found. If not found, it falls through to the full reasoning loop."
BP03:00189,BP03,189,"Gap: For predictable user sessions (morning briefings, recurring daily patterns), the fast-path precomputed answer could be generating in the background before the user even sends the message. No spec"
BP03:00190,BP03,190,GAP-L02 — Parallel Skill Execution Has No Rate-Limit Coordination [HIGH]
BP03:00191,BP03,191,Current State: Brevio parallelizes independent skill executions. The gateway enforces per-user rate limits at 60 req/min. Skills also have individually tuned retry policies.
BP03:00192,BP03,192,"Gap: When 8 parallel skills fire simultaneously against the same external service (e.g., 4 Google Calendar reads + 2 Gmail reads + 2 Google Contacts reads = 8 simultaneous Google API calls), they will"
BP03:00193,BP03,193,GAP-L03 — No Latency Budget Preemption [MEDIUM]
BP03:00194,BP03,194,"Current State: V9.2 defines latency_budgets per stage with targets T1=2500ms, T2=6000ms, T3=20000ms. The ReAct early exit has explicit exit signals. SLOs are monitored."
BP03:00195,BP03,195,"Gap: There is no preemption mechanism. If a T2 request (6000ms budget) has used 5200ms and is about to start a new tool call that historically takes 1500ms, nothing prevents it from blowing the budget"
BP03:00196,BP03,196,GAP-L04 — Database Hot Path Has No Query Optimization Hints [MEDIUM]
BP03:00197,BP03,197,"Gap: The interactive turn pipeline executes 8+ database queries on the hot path: session lookup, user profile load, SOUL.md retrieval, recent turns, skill registry, gate decisions, memory lookup, and "
BP03:00198,BP03,198,8. Implementation Priority & Assembly Order
BP03:00199,BP03,199,Gaps are prioritized by impact-to-effort ratio and dependency ordering. Implement in the order below. Do not begin a step before its dependencies are verified complete.
BP03:00200,BP03,200,8.1 New Tables Summary
BP03:00201,BP03,201,"This addendum adds the following new tables (all additive, all UUIDv7 PK, all workspace-scoped RLS):"
BP03:00202,BP03,202,eq_response_strategy_matrix — EQ behavioral response policies
BP03:00203,BP03,203,confidence_calibration_config — Classifier calibration per confidence bucket
BP03:00204,BP03,204,lesson_conflict_resolutions — Semantic conflict resolution decisions
BP03:00205,BP03,205,world_model_cache — Agent world state derived from tool execution outcomes
BP03:00206,BP03,206,keyword_routing_rules — Keyword classifier fallback routing rules
BP03:00207,BP03,207,The following existing tables receive new columns:
BP03:00208,BP03,208,"memory_items — relevance_score, access_count, last_accessed_at, decay_enabled, archive_threshold, archived_at"
BP03:00209,BP03,209,"autonomy_trust_scores — demotion_incident_threshold, demotion_drift_days, last_demotion_at, demotion_reason, demotion_count_90d"
BP03:00210,BP03,210,context_budgets — selection_config JSONB
BP03:00211,BP03,211,"rag_chunks — temporal_relevance_score, temporal_lambda"
BP03:00212,BP03,212,"rag_collections — temporal_config JSONB, chunking_strategy_config JSONB"
BP03:00213,BP03,213,8.2 New Workflows Summary
BP03:00214,BP03,214,MemoryDecayWorkflow — Weekly relevance score decay across all memory_items
BP03:00215,BP03,215,LessonConsolidationWorkflow — Weekly feedback clustering + lesson proposals + conflict detection
BP03:00216,BP03,216,CalibrationWorkflow — Weekly classifier confidence calibration
BP03:00217,BP03,217,KnowledgeFileDriftDetector — Monthly SOUL.md/USER.md staleness detection
BP03:00218,BP03,218,SpeculativePrefetchWorker — 15-minute cron for predictive fast-path warming
BP03:00219,BP03,219,FastPathCacheWarmer — Nightly pattern analysis + answer pre-generation
BP03:00220,BP03,220,8.3 Closure Statement
BP03:00221,BP03,221,"BREVIO V10.2 closes 31 implementation-prioritized gaps across 7 intelligence domains. It adds 5 new tables, extends 5 existing tables, defines 6 new Temporal workflows, specifies 2 previously undefine"
BP03:00222,BP03,222,"V10.2 is purely additive. It does not modify any V9/V9.1/V9.2/V10/V10.1 table, workflow, policy, or prompt. All prior acceptance gates remain in force. The intelligence layer improvements in V10.2 ope"
BP03:00223,BP03,223,Any behavior not explicitly defined in V9 through V10.2 is forbidden.
BP03:00224,BP03,224,END OF BREVIO V10.2 ADDENDUM
BP04:00001,BP04,1,BREVIO
BP04:00002,BP04,2,V10.3  —  Cognitive Intelligence Addendum
BP04:00003,BP04,3,Cutting-Edge AI Cognition  •  Neuroscience-Informed Memory  •  Frontier Reasoning Architectures
BP04:00004,BP04,4,Version 10.3.0  |  March 2026  |  Extends V9 through V10.2
BP04:00005,BP04,5,PURELY ADDITIVE  •  ZERO-AMBIGUITY  •  IMPLEMENTATION-COMPLETE
BP04:00006,BP04,6,1. Executive Summary — The Intelligence Ceiling
BP04:00007,BP04,7,"V9 through V10.2 build an exceptional execution infrastructure. The reasoning loop, memory scaffolding, context engineering, and production hardening are production-grade. V10.2 closed the most urgent"
BP04:00008,BP04,8,What remains is a deeper class of problem: the cognitive architecture itself. Brevio currently implements a competent linear reasoning pipeline. What it lacks are the cognitive mechanisms that separat
BP04:00009,BP04,9,"V10.3 closes 12 cognitive architecture gaps derived from three sources: (1) dual-process cognitive theory, (2) frontier AI research from 2024–2026 (Graph-of-Thought, self-consistency, constitutional p"
BP04:00010,BP04,10,2. COG-01 — Dual-Process Cognitive Architecture
BP04:00011,BP04,11,2.1 Current State & Gap
BP04:00012,BP04,12,"Brevio's 4-tier reasoning depth (INSTANT → SHALLOW → STANDARD → DEEP) maps structurally to dual-process. But the INSTANT tier is purely cache-based: it hits or misses. If miss, it falls to SHALLOW. Th"
BP04:00013,BP04,13,2.2 Improvement: Learned Heuristic Network
BP04:00014,BP04,14,New Table: system1_heuristics
BP04:00015,BP04,15,system1_heuristics (
BP04:00016,BP04,16,"  id                    UUIDv7 PK,"
BP04:00017,BP04,17,"  workspace_id          UUID NOT NULL,"
BP04:00018,BP04,18,"  pattern_embedding     vector(1536) NOT NULL,  -- centroid of matched request cluster"
BP04:00019,BP04,19,"  skill_sequence        JSONB NOT NULL,          -- [{skill_id, input_template}]"
BP04:00020,BP04,20,"  response_template     TEXT,                    -- if fully templatable"
BP04:00021,BP04,21,"  activation_count      INTEGER NOT NULL DEFAULT 0,"
BP04:00022,BP04,22,"  success_rate_30d      DECIMAL(4,3) NOT NULL DEFAULT 0.0,"
BP04:00023,BP04,23,"  heuristic_confidence  DECIMAL(4,3) NOT NULL DEFAULT 0.0,"
BP04:00024,BP04,24,"  last_activated_at     TIMESTAMPTZ,"
BP04:00025,BP04,25,"  last_updated_at       TIMESTAMPTZ NOT NULL,"
BP04:00026,BP04,26,"  UNIQUE(workspace_id, pattern_embedding)  -- approximate via pgvector"
BP04:00027,BP04,27,)
BP04:00028,BP04,28,Decision Logic: INSTANT Tier (Updated)
BP04:00029,BP04,29,"function instantTierDecide(request_embedding, workspace_id):"
BP04:00030,BP04,30,"  // 1. Check heuristic layer FIRST (before cache check)"
BP04:00031,BP04,31,"  heuristic = queryHeuristics(request_embedding, workspace_id, threshold=0.88)"
BP04:00032,BP04,32,"  if heuristic AND heuristic.activation_count >= 10:"
BP04:00033,BP04,33,"    return { source: 'HEURISTIC', skill_sequence: heuristic.skill_sequence }"
BP04:00034,BP04,34,"  // 2. Fall back to precomputed cache"
BP04:00035,BP04,35,"  cached = queryFastPathCache(request_embedding, workspace_id)"
BP04:00036,BP04,36,"  if cached AND not expired:"
BP04:00037,BP04,37,"    return { source: 'CACHE', response: cached.answer_payload }"
BP04:00038,BP04,38,"  // 3. Neither — fall to SHALLOW"
BP04:00039,BP04,39,"  return { source: 'MISS' }"
BP04:00040,BP04,40,3. COG-02 — Graph-of-Thought Reasoning
BP04:00041,BP04,41,3.1 Current State & Gap
BP04:00042,BP04,42,"The PLANNER→EXECUTOR→CRITIC→REFLECTOR loop is linear. Even in DEEP tier, the plan candidates (max 3 for T3) are evaluated sequentially. There is no mechanism for the agent to explore two conflicting s"
BP04:00043,BP04,43,3.2 Improvement: GoT Reasoning for DEEP Tier
BP04:00044,BP04,44,New Table: thought_graphs
BP04:00045,BP04,45,thought_graphs (
BP04:00046,BP04,46,"  id                 UUIDv7 PK,"
BP04:00047,BP04,47,"  workspace_id       UUID NOT NULL,"
BP04:00048,BP04,48,"  ingress_turn_id    UUID NOT NULL REFERENCES ingress_turns(id),"
BP04:00049,BP04,49,"  root_thought_id    UUID,  -- self-ref to thought_nodes"
BP04:00050,BP04,50,"  conclusion_id      UUID,  -- winning synthesis node"
BP04:00051,BP04,51,"  node_count         INTEGER NOT NULL DEFAULT 0,"
BP04:00052,BP04,52,"  branch_count       INTEGER NOT NULL DEFAULT 0,"
BP04:00053,BP04,53,"  merge_count        INTEGER NOT NULL DEFAULT 0,"
BP04:00054,BP04,54,"  max_depth          INTEGER NOT NULL DEFAULT 4,"
BP04:00055,BP04,55,"  status             VARCHAR(16) CHECK IN ('building','evaluating','concluded','aborted'),"
BP04:00056,BP04,56,"  cost_usd           DECIMAL(8,4),"
BP04:00057,BP04,57,"  created_at         TIMESTAMPTZ NOT NULL DEFAULT now()"
BP04:00058,BP04,58,)
BP04:00059,BP04,59,thought_nodes (
BP04:00060,BP04,60,"  id                 UUIDv7 PK,"
BP04:00061,BP04,61,"  graph_id           UUID NOT NULL REFERENCES thought_graphs(id),"
BP04:00062,BP04,62,"  parent_ids         UUID[],          -- empty for root, multiple for merge nodes"
BP04:00063,BP04,63,"  node_type          VARCHAR(16) CHECK IN ('root','branch','merge','conclusion'),"
BP04:00064,BP04,64,"  thought_content    TEXT NOT NULL,   -- the actual reasoning text"
BP04:00065,BP04,65,"  critic_score       DECIMAL(4,3),    -- null until evaluated"
BP04:00066,BP04,66,"  is_pruned          BOOLEAN DEFAULT false,  -- low-score branches pruned"
BP04:00067,BP04,67,"  depth              INTEGER NOT NULL DEFAULT 0,"
BP04:00068,BP04,68,"  created_at         TIMESTAMPTZ NOT NULL DEFAULT now()"
BP04:00069,BP04,69,)
BP04:00070,BP04,70,GoT Algorithm
BP04:00071,BP04,71,"function graphOfThought(problem, max_nodes=20, max_depth=4):"
BP04:00072,BP04,72,"  root = createThought(problem, type='root')"
BP04:00073,BP04,73,"  active_frontier = [root]"
BP04:00074,BP04,74,"  while frontier not empty AND total_nodes < max_nodes:"
BP04:00075,BP04,75,"    for each node in active_frontier:"
BP04:00076,BP04,76,"      branches = generateBranches(node, count=2)  // 2 divergent sub-thoughts"
BP04:00077,BP04,77,"      for branch in branches:"
BP04:00078,BP04,78,"        branch.critic_score = CRITIC.evaluate(branch)"
BP04:00079,BP04,79,"        if branch.critic_score < 0.40: prune(branch)"
BP04:00080,BP04,80,"        else: add_to_frontier(branch)"
BP04:00081,BP04,81,"    if len(active_frontier) >= 2:"
BP04:00082,BP04,82,"      merge_candidates = selectMergePairs(active_frontier)"
BP04:00083,BP04,83,"      for (a, b) in merge_candidates:"
BP04:00084,BP04,84,"        merged = mergThoughts(a, b)"
BP04:00085,BP04,85,"        if merged.critic_score > max(a.score, b.score): promote_merge(merged)"
BP04:00086,BP04,86,"  return concludeGraph(best_frontier_nodes)"
BP04:00087,BP04,87,4. COG-03 — Metacognitive Monitor
BP04:00088,BP04,88,4.1 Current State & Gap
BP04:00089,BP04,89,Brevio has domain autonomy levels and trust scores (V9.1). These govern execution permissions. What's missing is the cognitive equivalent: adjusting reasoning depth and confidence thresholds based on 
BP04:00090,BP04,90,4.2 Improvement: Metacognitive Calibration Layer
BP04:00091,BP04,91,New Table: domain_performance_history
BP04:00092,BP04,92,domain_performance_history (
BP04:00093,BP04,93,"  id                          UUIDv7 PK,"
BP04:00094,BP04,94,"  workspace_id                UUID NOT NULL,"
BP04:00095,BP04,95,"  domain                      VARCHAR(64) NOT NULL,  -- matches autonomy domain"
BP04:00096,BP04,96,"  skill_id                    VARCHAR(128),          -- null = domain-level"
